Symbol,Name,Last Sale,Net Change,% Change, Market Cap ,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
RUSHB,Rush Enterprises Inc. Class B, $50.43 ,0.2,0.00398," $3,927,559,254.00 ",United States,,33042,Consumer Discretionary,Other Specialty Stores,60.54,4.5,$ 129.25,78.82,156%
ESGR,Enstar Group Limited Ordinary Shares,307.94,1.14,0.00372," $4,680,628,876.00 ",Bermuda,,74525,Finance,Property-Casualty Insurers,61.5,1,$ 787.88,479.94,156%
CTRA,Coterra Energy Inc. Common Stock,25.78,0.24,0.0094," $19,382,626,797.00 ",United States,,6768920,Energy,Oil & Gas Production,60.63,1,$ 65.94,40.16,156%
KODK,Eastman Kodak Company Common New,5.34,1.84,0.52571," $424,812,838.00 ",United States,,19963494,Consumer Discretionary,Industrial Machinery/Components,58.3,1,$ 13.62,8.28,155%
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,12.63,0.15,0.01202," $446,311,450.00 ",Cayman Islands,2007,107189,Finance,Property-Casualty Insurers,61.49,1,$ 32.20,19.57,155%
UAL,United Airlines Holdings Inc. Common Stock,45.49,0.73,0.01631," $14,921,387,793.00 ",United States,,6996106,Consumer Discretionary,Air Freight/Delivery Services,61.25,1,$ 115.75,70.26,154%
QRTEB,Qurate Retail Inc. Series B Common Stock ,5.52,-0.08,-0.01429," $2,149,473,758.00 ",United States,,861,Consumer Discretionary,Catalog/Specialty Distribution,63.14,1,$ 14.00,8.48,154%
DAR,Darling Ingredients Inc. Common Stock,42.31,1.62,0.03981," $6,749,811,021.00 ",United States,1997,3153628,Consumer Staples,Packaged Foods,59.26,2,$ 107.20,64.89,153%
TRVG,trivago N.V. American Depositary Shares,2.52,-0.08,-0.03077," $174,498,630.00 ",Germany,2016,50158,Technology,EDP Services,59.65,0,$ 6.37,3.85,153%
PPIH,Perma-Pipe International Holdings Inc. Common Stock,7.67,-0.2653,-0.03343," $61,847,053.00 ",United States,,2972,Industrials,Pollution Control Equipment,60.63,1,$ 19.38,11.71,153%
BAC,Bank of America Corporation Common Stock, $34.52 ,0.21,0.00612," $271,764,138,350.00 ",United States,,43851073,Finance,Major Banks,60.3,4,$ 86.75,52.23,151%
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,7.23,-0.02,-0.00276, $-   ,United States,2004,20493,,,59.91,0,$ 18.16,10.93,151%
AAN,Aarons Holdings Company Inc. Common Stock ,7.75,-0.32,-0.03965," $235,051,974.00 ",United States,2020,595070,Miscellaneous,Diversified Commercial Services,60.6,0,$ 19.39,11.64,150%
SCVL,Shoe Carnival Inc. Common Stock,32.77,0.81,0.02534," $889,101,320.00 ",United States,1993,191312,Consumer Discretionary,Clothing/Shoe/Accessory Stores,59.62,2.5,$ 81.94,49.17,150%
JMSB,John Marshall Bancorp Inc. Common Stock,17.5,-0.05,-0.00285," $247,206,470.00 ",United States,,15575,Finance,Major Banks,59.29,0,$ 43.75,26.25,150%
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,7.5,0.1,0.01351," $887,552,850.00 ",United States,2021,318716,Finance,Investment Managers,60.91,0,$ 18.70,11.2,149%
FBMS,First Bancshares Inc.,24.83,0.51,0.02097," $771,970,461.00 ",United States,,158286,Finance,Major Banks,59.65,1,$ 61.48,36.65,148%
JHI,John Hancock Investors Trust Common Stock,13.14,0.03,0.00229," $114,903,348.00 ",United States,,25588,Finance,Trusts Except Educational Religious and Charitable,59.54,0,$ 32.50,19.36,147%
BOTJ,Bank of the James Financial Group Inc. Common Stock,11.75,0.38,0.03342," $53,384,222.00 ",United States,,437,Finance,Major Banks,59.55,1,$ 29.05,17.3,147%
EWBC,East West Bancorp Inc. Common Stock, $72.86 ,0.73,0.01012," $10,268,170,146.00 ",United States,,741974,Finance,Major Banks,59.79,5,$ 179.47,106.61,146%
TBBK,The Bancorp Inc Common Stock,44.64,-0.01,-0.00022," $2,395,191,966.00 ",United States,2004,306555,Finance,Major Banks,59.87,1,$ 109.94,65.3,146%
PFC,Premier Financial Corp. Common Stock, $19.38 ,0.43,0.02269," $692,501,063.00 ",United States,,162196,Finance,Major Banks,59.52,4.5,$ 47.70,28.32,146%
PCRX,Pacira BioSciences Inc. Common Stock,29.72,-0.19,-0.00635," $1,380,128,563.00 ",United States,2011,768357,Health Care,Biotechnology: Pharmaceutical Preparations,60.54,1,$ 73.13,43.41,146%
SPFI,South Plains Financial Inc. Common Stock,26.68,0.66,0.02537," $439,747,204.00 ",United States,2019,21566,Finance,Major Banks,60.55,0,$ 65.38,38.7,145%
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE),38.3,0.36,0.00949," $397,365,909.00 ",United States,,26130,Finance,Investment Bankers/Brokers/Service,58.84,1,$ 93.75,55.45,145%
BROG,Brooge Energy Limited Ordinary Shares,2.69,-0.15,-0.05282," $294,791,451.00 ",United Kingdom,2018,1572,Energy,Integrated oil Companies,60.03,0,$ 6.58,3.89,145%
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,13.15,0.06,0.00458," $14,742,386,245.00 ",Israel,,10522353,Health Care,Biotechnology: Pharmaceutical Preparations,57.76,1,$ 31.96,18.81,143%
EEA,The European Equity Fund Inc. Common Stock,8.65,0.01,0.00116, $-   ,United States,,6558,Finance,Trusts Except Educational Religious and Charitable,58.14,0,$ 21.00,12.35,143%
NIC,Nicolet Bankshares Inc. Common Stock,78.93,0.86,0.01102," $1,165,095,833.00 ",United States,2022,27594,Finance,Major Banks,58.42,3.5,$ 189.93,111,141%
FCF,First Commonwealth Financial Corporation Common Stock, $13.03 ,0.19,0.0148," $1,330,512,050.00 ",United States,,501700,Finance,Major Banks,58.41,5,$ 31.33,18.3,140%
BC,Brunswick Corporation Common Stock,87.4,0.91,0.01052," $5,957,843,171.00 ",United States,,567243,Industrials,Industrial Machinery/Components,58.27,2,$ 210.03,122.63,140%
EBMT,Eagle Bancorp Montana Inc. Common Stock, $13.21 ,0.21,0.01615," $105,523,224.00 ",United States,2010,7991,Finance,Major Banks,59.23,4.5,$ 31.69,18.48,140%
HRI,Herc Holdings Inc. Common Stock ,158.68,3.97,0.02566," $4,493,843,147.00 ",United States,2016,261935,Industrials,Misc Corporate Leasing Services,57.13,1,$ 380.63,221.95,140%
HMY,Harmony Gold Mining Company Limited,5.71,0.2,0.0363," $3,529,190,960.00 ",South Africa,,5326630,Basic Materials,Precious Metals,56.48,1,$ 13.65,7.94,139%
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,15.78,0.1,0.00638," $506,252,114.00 ",United States,2021,80747,Finance,Investment Managers,57.58,0,$ 37.62,21.84,138%
RF,Regions Financial Corporation Common Stock, $18.63 ,0.06,0.00323," $17,118,437,214.00 ",United States,,11593353,Finance,Major Banks,58.06,4.5,$ 44.32,25.69,138%
PCB,PCB Bancorp Common Stock, $16.15 ,0.3,0.01893," $230,288,341.00 ",United States,2018,7526,Finance,Major Banks,58.39,4,$ 38.40,22.25,138%
NX,Quanex Building Products Corporation Common Stock,34.58,-0.02,-0.00058," $1,144,722,246.00 ",United States,,119110,Industrials,Metal Fabrications,57.21,3.5,$ 82.19,47.61,138%
PDX,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest,20.07,0.09,0.0045," $897,269,490.00 ",,2019,58770,Finance,Finance/Investors Services,57.47,0,$ 47.66,27.59,137%
EVRI,Everi Holdings Inc. Common Stock,11.86,0.58,0.05142," $1,014,819,461.00 ",United States,,5884821,Consumer Discretionary,Services-Misc. Amusement & Recreation,62.53,1,$ 28.13,16.27,137%
MPLX,MPLX LP Common Units Representing Limited Partner Interests,38.44,-0.17,-0.0044," $38,486,783,171.00 ",United States,2012,2583296,Energy,Oil & Gas Production,57.16,1,$ 91.03,52.59,137%
TS,Tenaris S.A. American Depositary Shares,35.2,-0.64,-0.01786," $20,777,448,208.00 ",Luxembourg,,2666887,Industrials,Steel/Iron Ore,57.27,1,$ 83.19,47.99,136%
EURN,Euronav NV Ordinary Shares,17.71,-0.02,-0.00113," $3,896,637,667.00 ",,2015,1177728,Consumer Discretionary,Marine Transportation,57.81,1,$ 41.81,24.1,136%
BP,BP p.l.c. Common Stock,34.99,0.03,0.00086," $99,476,000,013.00 ",United Kingdom,,9327365,Energy,Integrated oil Companies,56.73,1,$ 82.53,47.54,136%
MATX,Matson Inc. Common Stock,111.05,3.17,0.02938," $3,830,748,818.00 ",United States,,374679,Consumer Discretionary,Marine Transportation,57.91,2.5,$ 261.88,150.83,136%
BCO,Brinks Company (The) Common Stock,82.83,3.37,0.04241," $3,731,586,009.00 ",United States,,554797,Consumer Discretionary,Oil Refining/Marketing,57.52,1,$ 195.25,112.42,136%
ACDC,ProFrac Holding Corp. Class A Common Stock,8.18,0.04,0.00491," $1,303,800,719.00 ",United States,2022,963712,Energy,Oilfield Services/Equipment,56.25,0,$ 19.27,11.09,136%
MPB,Mid Penn Bancorp Common Stock, $21.03 ,0.68,0.03342," $350,540,006.00 ",United States,,19998,Finance,Major Banks,58.61,4,$ 49.33,28.3,135%
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,3.91,-0.01,-0.00255, $-   ,United States,,358438,Finance,Finance/Investors Services,57.21,0,$ 9.16,5.25,134%
CATY,Cathay General Bancorp Common Stock, $39.05 ,0.48,0.01244," $2,836,938,100.00 ",United States,,259535,Finance,Major Banks,57.57,5,$ 91.47,52.42,134%
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),8.03,0.02,0.0025," $1,215,759,875.00 ",,2018,574508,Utilities,Electric Utilities: Central,56.96,3,$ 18.75,10.72,133%
WBS,Webster Financial Corporation Common Stock,47.64,0.57,0.01211," $8,195,750,449.00 ",United States,,1213325,Finance,Major Banks,57.49,3.5,$ 111.18,63.54,133%
GLP,Global Partners LP Common Units representing Limited Partner Interests,46.63,0.85,0.01857," $1,585,213,103.00 ",United States,2005,94478,Energy,Oil Refining/Marketing,56.9,1,$ 108.73,62.1,133%
EPM,Evolution Petroleum Corporation Inc. Common Stock,5.86,0.17,0.02988," $196,054,094.00 ",United States,,348043,Energy,Oil & Gas Production,57.29,1,$ 13.65,7.79,133%
CLW,Clearwater Paper Corporation Common Stock,39.29,0.68,0.01761," $647,652,352.00 ",United States,,238803,Basic Materials,Paper,57.84,1,$ 91.24,51.95,132%
KOP,Koppers Holdings Inc. Common Stock,56.62,-0.45,-0.00789," $1,179,001,997.00 ",United States,2006,255447,Basic Materials,Forest Products,59.71,1,$ 131.47,74.85,132%
THC,Tenet Healthcare Corporation Common Stock,93,3.78,0.04237," $9,299,535,000.00 ",United States,,2130280,Health Care,Hospital/Nursing Management,56.34,2,$ 215.94,122.94,132%
FUTU,Futu Holdings Limited American Depositary Shares,53.52,1.3,0.02489," $7,474,339,882.00 ",Hong Kong,2019,1531541,Finance,Investment Bankers/Brokers/Service,55.26,0,$ 124.22,70.7,132%
ESP,Espey Mfg. & Electronics Corp. Common Stock,25.2,0.0329,0.00131," $68,315,512.00 ",United States,1960,22415,Technology,Industrial Machinery/Components,57.05,1,$ 58.44,33.24,132%
GPOR,Gulfport Energy Corporation Common Shares,141.99,-0.27,-0.0019," $2,644,682,170.00 ",United States,2021,391865,Energy,Oil & Gas Production,56.8,1,$ 328.68,186.69,131%
FWRD,Forward Air Corporation Common Stock,37.13,-2.02,-0.0516," $952,832,399.00 ",United States,,1477369,Consumer Discretionary,Oil Refining/Marketing,62.67,3.5,$ 85.88,48.75,131%
CVCY,Central Valley Community Bancorp Common Stock, $18.69 ,0.55,0.03032," $220,820,163.00 ",United States,,17798,Finance,Major Banks,57.03,4,$ 43.17,24.48,131%
QDEL,QuidelOrtho Corporation Common Stock, $45.60 ,0.5,0.01109," $3,046,933,541.00 ",United States,,903134,Health Care,Medical Specialities,56.78,4,$ 105.31,59.71,131%
DBX,Dropbox Inc. Class A Common Stock,23.95,0.1,0.00419," $8,238,420,584.00 ",United States,2018,7716454,Technology,Computer Software: Prepackaged Software,56.36,0,$ 55.31,31.36,131%
LGIH,LGI Homes Inc. Common Stock,114.09,3.22,0.02904," $2,690,430,220.00 ",United States,2013,374517,Consumer Discretionary,Homebuilding,56.32,2.5,$ 263.13,149.04,131%
ADM,Archer-Daniels-Midland Company Common Stock,53.11,0.1,0.00189," $28,327,878,453.00 ",United States,,4937558,Consumer Staples,Packaged Foods,55.48,1,$ 122.36,69.25,130%
FRHC,Freedom Holding Corp. Common Stock,76.53,-1.03,-0.01328," $4,565,717,887.00 ",Kazakhstan,,39567,Finance,Investment Bankers/Brokers/Service,56.83,1,$ 176.25,99.72,130%
M,Macy's Inc Common Stock,17.44,-0.97,-0.05269," $4,779,838,753.00 ",United States,,18132537,Consumer Discretionary,Department/Specialty Retail Stores,55.15,1,$ 40.16,22.72,130%
PRKS,United Parks & Resorts Inc. Common Stock,51.35,-1.62,-0.03058," $3,283,526,095.00 ",United States,2013,1095346,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,54.75,1,$ 118.13,66.78,130%
ATUS,Altice USA Inc. Class A Common Stock,2.97,-0.02,-0.00669," $1,354,668,532.00 ",United States,2017,5022972,Telecommunications,Cable & Other Pay Television Services,55.78,0,$ 6.83,3.86,130%
RDN,Radian Group Inc. Common Stock,29.14,0.15,0.00517," $4,414,654,576.00 ",United States,,3028396,Finance,Property-Casualty Insurers,56.99,1,$ 67.01,37.87,130%
VSH,Vishay Intertechnology Inc. Common Stock, $21.75 ,-0.12,-0.00549," $2,990,739,144.00 ",United States,,2236545,Technology,Electrical Products,55,4,$ 49.98,28.23,130%
FOXF,Fox Factory Holding Corp. Common Stock, $50.59 ,0.3,0.00597," $2,122,449,723.00 ",United States,2013,758873,Consumer Discretionary,Motor Vehicles,54.52,5,$ 116.25,65.66,130%
GHY,PGIM Global High Yield Fund Inc.,11.64,0.07,0.00605, $-   ,United States,2012,108438,Finance,Trusts Except Educational Religious and Charitable,55.99,0,$ 26.56,14.92,128%
CCK,Crown Holdings Inc.,76.62,1.5,0.01997," $9,254,411,772.00 ",United States,,1897963,Industrials,Containers/Packaging,56.23,1,$ 174.78,98.16,128%
MBWM,Mercantile Bank Corporation Common Stock, $36.84 ,0.68,0.01881," $590,344,680.00 ",United States,1998,46656,Finance,Major Banks,56.71,5,$ 84.03,47.19,128%
DE,Deere & Company Common Stock,365.05,0.24,0.00066," $102,210,298,028.00 ",United States,,2491239,Industrials,Industrial Machinery/Components,55.76,1,$ 831.58,466.53,128%
MYE,Myers Industries Inc. Common Stock,19.23,0.18,0.00945," $708,403,701.00 ",United States,1983,184827,Consumer Discretionary,Auto Parts:O.E.M.,56.07,1,$ 43.75,24.52,128%
CHMG,Chemung Financial Corp Common Stock,42.6,0.17,0.00401," $201,184,294.00 ",United States,,4349,Finance,Major Banks,56.39,3.5,$ 96.88,54.28,127%
HVT,Haverty Furniture Companies Inc. Common Stock,34.3,0.58,0.0172," $558,010,339.00 ",United States,,249271,Consumer Discretionary,Other Specialty Stores,55.78,2.5,$ 77.64,43.34,126%
IBOC,International Bancshares Corporation Common Stock,51.89,0.81,0.01586," $3,225,909,558.00 ",United States,,262559,Finance,Major Banks,56.16,3,$ 117.11,65.22,126%
HTBK,Heritage Commerce Corp Common Stock,8.29,0.14,0.01718," $506,511,995.00 ",United States,,237587,Finance,Major Banks,55.5,1,$ 18.63,10.34,125%
BCX,BlackRock Resources Common Shares of Beneficial Interest,8.31,0.01,0.0012," $705,170,063.00 ",United States,2011,434254,Finance,Finance/Investors Services,54.61,0,$ 18.64,10.33,124%
MBUU,Malibu Boats Inc. Class A Common Stock,43.64,0.43,0.00995," $891,599,196.00 ",United States,2014,191473,Industrials,Marine Transportation,55.17,3,$ 97.50,53.86,123%
ESOA,Energy Services of America Corporation Common Stock,7.84,0.1,0.01292," $130,229,048.00 ",United States,,64992,Industrials,Water Sewer Pipeline Comm & Power Line Construction,58.46,1,$ 17.50,9.66,123%
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,7.86,-0.02,-0.00254, $-   ,United States,,4009,Finance,Finance Companies,54.9,0,$ 17.54,9.68,123%
UBFO,United Security Bancshares Common Stock,7.53,0.09,0.0121," $129,034,795.00 ",United States,,17323,Finance,Major Banks,55.99,3.5,$ 16.79,9.26,123%
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,29.89,0.16,0.00538," $66,846,574,880.00 ",United Kingdom,1998,4087815,Health Care, Medicinal Chemicals and Botanical Products ,55.26,1,$ 66.39,36.5,122%
BANR,Banner Corporation Common Stock,43.84,0.02,0.00046," $1,505,836,267.00 ",United States,,282643,Finance,Major Banks,54.28,2.5,$ 97.33,53.49,122%
RDCM,Radcom Ltd. Ordinary Shares,10.09,0.18,0.01816," $151,249,100.00 ",Israel,1997,38204,Technology,Computer peripheral equipment,54,1,$ 22.37,12.28,122%
ARCO,Arcos Dorados Holdings Inc. Class A Shares,11.86,-0.15,-0.01249," $1,548,797,400.00 ",Argentina,2011,658589,Consumer Discretionary,Restaurants,55.09,1,$ 26.25,14.39,121%
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),37.17,-26.65,-0.41758," $2,146,604,261.00 ",United Kingdom,2018,5295685,Technology,EDP Services,52.46,0,$ 82.24,45.07,121%
PLAB,Photronics Inc. Common Stock,28.79,0.92,0.03301," $1,802,397,547.00 ",United States,1987,1392121,Technology,Semiconductors,53.24,1,$ 63.51,34.72,121%
RS,Reliance Inc. Common Stock,321.22,-0.24,-0.00075," $18,460,908,179.00 ",United States,1994,744781,Industrials,Metal Fabrications,54.76,2.5,$ 707.81,386.59,120%
ING,ING Group N.V. Common Stock,13.72,0.01,0.00073," $51,128,121,611.00 ",Netherlands,1997,6711745,Finance,Commercial Banks,54.4,3.5,$ 30.22,16.5,120%
PRDO,Perdoceo Education Corporation Common Stock,17.81,0.31,0.01771," $1,169,227,195.00 ",United States,,467899,Real Estate,Other Consumer Services,55.23,1,$ 39.18,21.37,120%
UFPI,UFP Industries Inc. Common Stock, $114.63 ,1.63,0.01442," $7,085,571,231.00 ",United States,1993,266721,Basic Materials,Forest Products,53.91,4.5,$ 251.88,137.25,120%
GPK,Graphic Packaging Holding Company, $25.95 ,-0.13,-0.00498," $7,942,095,513.00 ",United States,,3707103,Consumer Discretionary,Containers/Packaging,55.28,4.5,$ 56.98,31.03,120%
CSTM,Constellium SE Ordinary Shares (France),19.39,0.61,0.03248," $2,797,977,000.00 ",Netherlands,2013,1176563,Industrials,Metal Fabrications,54.4,1,$ 42.57,23.18,120%
CMPO,CompoSecure Inc. Class A Common Stock,4.84,-0.01,-0.00206," $383,885,766.00 ",United States,2020,72245,Finance,Finance: Consumer Services,55.46,0,$ 10.62,5.78,119%
GAB,Gabelli Equity Trust Inc. (The) Common Stock,5.48,0.04,0.00735," $1,610,118,327.00 ",United States,1986,577076,Finance,Investment Managers,54,0,$ 12.00,6.52,119%
MYFW,First Western Financial Inc. Common Stock,14.15,0.34,0.02462," $135,299,031.00 ",United States,2018,15271,Finance,Major Banks,54.2,0,$ 30.94,16.79,119%
HWC,Hancock Whitney Corporation Common Stock, $43.60 ,1.15,0.02709," $3,756,190,794.00 ",United States,,467053,Finance,Major Banks,54.88,4,$ 95.31,51.71,119%
EBTC,Enterprise Bancorp Inc Common Stock, $27.10 ,0.24,0.00894," $332,164,646.00 ",United States,,22832,Finance,Major Banks,53.63,4.5,$ 59.20,32.1,118%
HVT.A,Haverty Furniture Companies Inc.,35.69,0,0,,United States,,14,,,54.03,2.5,$ 77.64,41.95,118%
DVN,Devon Energy Corporation Common Stock,44.06,0.03,0.00068,28229242000,United States,1985,7973891,Energy,Oil & Gas Production,53.66,1,$ 95.79,51.73,117%
GNT,GAMCO Natural Resources Gold & Income Trust,4.865,0.045,0.00934,89883011,United States,2011,27439,Finance,Finance/Investors Services,53.26,0,$ 10.57,5.705,117%
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,5.39,0.13,0.02471,4743200000,Turkey,,250213,Telecommunications,Telecommunications Equipment,53.93,2,$ 11.70,6.31,117%
JOF,Japan Smaller Capitalization Fund Inc Common Stock,7.82,0.1141,0.01481,0,United States,1990,27841,Finance,Trusts Except Educational Religious and Charitable,53.24,0,$ 16.96,9.14,117%
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,18.4,0.32,0.0177,1748000000,,2023,106072,,,53.42,0,$ 39.82,21.42,116%
NOA,North American Construction Group Ltd. Common Shares (no par),25.03,0.09,0.00361,669316417,Canada,2006,37466,Energy,Oilfield Services/Equipment,53.19,1,$ 54.16,29.13,116%
RVSB,Riverview Bancorp Inc Common Stock, $4.69 ,0.075,0.01625," $99,010,792.00 ",United States,,16624,Finance,Major Banks,54.44,4.5,$ 10.14,5.45,116%
JOB,GEE Group Inc. Common Stock,0.3751,-0.0032,-0.00846,40800219,United States,1968,222504,Consumer Discretionary,Diversified Commercial Services,55.56,1,$ 0.81,0.4349,116%
MTR,Mesa Royalty Trust Common Stock,10.6,1.02,0.10647,19754054,United States,,32814,Energy,Oil & Gas Production,52.55,1,$ 22.76,12.16,115%
DIOD,Diodes Incorporated Common Stock, $67.98 ,0.54,0.00801," $3,122,987,876.00 ",United States,,369886,Technology,Semiconductors,52.02,4,$ 145.94,77.96,115%
HBNC,Horizon Bancorp Inc. Common Stock,12.04,0.16,0.01347,531133150,United States,,148447,Finance,Major Banks,53.62,1,$ 25.83,13.79,115%
LYTS,LSI Industries Inc. Common Stock,14.43,0.19,0.01334,419484617,United States,1985,109637,Consumer Discretionary,Building Products,53.43,1,$ 30.94,16.51,114%
BLDR,Builders FirstSource Inc. Common Stock, $195.18 ,1.91,0.00988," $23,800,262,472.00 ",United States,2005,1964730,Consumer Discretionary,RETAIL: Building Materials,52.26,4.5,$ 418.13,222.95,114%
VAL,Valaris Limited Common Shares,63.05,-0.32,-0.00505,4565465191,United States,2021,876979,Energy,Oil & Gas Production,51.36,0,$ 135.03,71.98,114%
SNT,Senstar Technologies Ltd. Ordinary Shares,1.13,-0.015,-0.0131,26340300,Israel,,3949,Telecommunications,Telecommunications Equipment,53.11,1,$ 2.41,1.28,113%
OGN,Organon & Co. Common Stock ,17.41,-0.42,-0.02356,4450662037,United States,2021,2781929,Health Care,Biotechnology: Pharmaceutical Preparations,52.63,0,$ 37.07,19.66,113%
MITK,Mitek Systems Inc. Common Stock,11.61,0.22,0.01932,529294966,United States,,277795,Technology,Computer peripheral equipment,52.09,1,$ 24.69,13.08,113%
PGC,Peapack-Gladstone Financial Corporation Common Stock,24.23,0.15,0.00623,431742958,United States,,90729,Finance,Commercial Banks,53.72,1,$ 51.43,27.2,112%
GGN,GAMCO Global Gold Natural Resources & Income Trust,3.72,0.02,0.00541,0,United States,2005,168372,Finance,Finance/Investors Services,52.72,1,$ 7.89,4.17,112%
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,4.35,0.27,0.06618,386638188,,2016,1426480,Finance,Commercial Banks,53.25,1,$ 9.22,4.87,112%
NFBK,Northfield Bancorp Inc. Common Stock (Delaware), $10.10 ,0.24,0.02434," $454,056,792.00 ",United States,2007,352239,Finance,Major Banks,52.92,4,$ 21.39,11.29,112%
UNM,Unum Group Common Stock,49.45,0.09,0.00182,9470565397,United States,,4930174,Finance,Accident &Health Insurance,52.92,2.5,$ 104.72,55.27,112%
SAN,Banco Santander S.A. Sponsored ADR (Spain),4.11,-0.02,-0.00484,65043127931,Spain,,3864516,Finance,Commercial Banks,52.3,1,$ 8.70,4.59,112%
DGII,Digi International Inc. Common Stock,29.56,0.41,0.01407,1071745451,United States,1989,277178,Technology,Computer peripheral equipment,52.22,1,$ 62.50,32.94,111%
FFBC,First Financial Bancorp. Common Stock,21.7,0.26,0.01213,2063112853,United States,,289668,Finance,Major Banks,52.84,2.5,$ 45.82,24.12,111%
DRVN,Driven Brands Holdings Inc. Common Stock,13.79,0.23,0.01696,2260997713,United States,2021,918553,Consumer Discretionary,Automotive Aftermarket,52.86,0,$ 29.06,15.27,111%
MGPI,MGP Ingredients Inc.,85.18,4.3,0.05317,1879500618,United States,,314923,Consumer Staples,Beverages (Production/Distribution),52.05,3,$ 179.38,94.2,111%
MTG,MGIC Investment Corporation Common Stock,19.89,-0.02,-0.001,5363729677,United States,1991,1971140,Finance,Property-Casualty Insurers,52.67,1,$ 41.88,21.99,111%
SGH,SMART Global Holdings Inc. Ordinary Shares,21.27,0.47,0.0226,1102426589,United States,2017,1284051,Technology,Semiconductors,49.61,0,$ 44.69,23.42,110%
OPXS,Optex Systems Holdings Inc. Common Stock,6.4,-0.1,-0.01538,,United States,,8918,Technology,Electronic Components,52.46,1,$ 13.44,7.04,110%
WLFC,Willis Lease Finance Corporation Common Stock,47.92,0,0,305150343,United States,1996,4899,Consumer Discretionary,Industrial Specialties,52.41,1,$ 100.60,52.68,110%
IART,Integra LifeSciences Holdings Corporation Common Stock,36.91,-1.76,-0.04551,2885468889,United States,,2325100,Health Care,Medical/Dental Instruments,53.53,1,$ 77.44,40.53,110%
RITM,Rithm Capital Corp. Common Stock,10.84,0.21,0.01976,5238172431,United States,,3138879,Real Estate,Real Estate Investment Trusts,51.69,1,$ 22.73,11.89,110%
SBSW,D/B/A Sibanye-Stillwater Limited ADS,4.12,0.09,0.02233,2915476800,South Africa,,4738675,Basic Materials,Precious Metals,50.64,1,$ 8.59,4.47,108%
GFF,Griffon Corporation Common Stock,71.4,1.29,0.0184,3637559537,United States,,398429,Industrials,Building Products,52,1,$ 148.75,77.35,108%
WEYS,Weyco Group Inc. Common Stock,32.24,-0.2,-0.00617,306203333,United States,,5932,Consumer Staples,Apparel,51.75,1,$ 67.11,34.87,108%
MDC,M.D.C. Holdings Inc. Common Stock, $62.70 ,0.16,0.00256," $4,681,274,733.00 ",United States,,1529163,Consumer Discretionary,Homebuilding,51.94,5,$ 130.46,67.76,108%
CF,CF Industries Holdings Inc. Common Stock,80.72,0.82,0.01026,15202634965,United States,2005,3609079,Industrials,Agricultural Chemicals,50.97,1,$ 167.33,86.61,107%
LRN,Stride Inc. Common Stock,59.75,1.26,0.02154,2591548760,United States,,852326,Real Estate,Other Consumer Services,50.61,1,$ 123.75,64,107%
UMBF,UMB Financial Corporation Common Stock,81.61,1.95,0.02448,3977826622,United States,,437542,Finance,Major Banks,52.31,3.5,$ 168.99,87.38,107%
BSIG,BrightSphere Investment Group Inc. Common Stock,22.66,0.16,0.00711,940574543,United Kingdom,2014,337855,Finance,Investment Managers,51.78,1,$ 46.87,24.21,107%
ACCO,Acco Brands Corporation Common Stock,5.58,0.04,0.00722," $529,700,026.00 ",United States,,844938,Consumer Discretionary,Publishing,51.3,1,$ 11.54,5.96,107%
DELL,Dell Technologies Inc. Class C Common Stock ,94.66,1.41,0.01512,67360161167,United States,2018,13584887,Technology,Computer Manufacturing,36.31,0,$ 195.63,100.97,107%
PAM,Pampa Energia S.A.,42.02,0.45,0.01083,2319110147,Argentina,,142892,Utilities,Electric Utilities: Central,50.74,1,$ 86.67,44.65,106%
ACLS,Axcelis Technologies Inc. Common Stock,112.67,1.95,0.01761," $3,675,944,379.00 ",United States,2000,842440,Technology,Industrial Machinery/Components,49.81,1,$ 232.19,119.52,106%
CMRE,Costamare Inc. Common Stock $0.0001 par value,11.37,-0.15,-0.01302,1390570454,Greece,2010,292914,Consumer Discretionary,Marine Transportation,50.79,1,$ 23.43,12.06,106%
FCAP,First Capital Inc. Common Stock, $27.75 ,0.25,0.00909," $92,980,815.00 ",United States,,503,Finance,Savings Institutions,52.03,4.5,$ 57.04,29.29,106%
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock, $12.71 ,0,0," $39,957,558.00 ",United States,2010,118,Finance,Savings Institutions,51.15,5,$ 26.10,13.39,105%
