Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,$14.97,0.34,2.324%,3380960054,United States,2015,517515,Energy,Oil & Gas Production,57.58,1,$ 35.83,20.86,139.35%
BOX,Box Inc. Class A Common Stock,$31.40,-0.75,-2.333%,4512298347,United States,2015,1780153,Technology,Computer Software: Prepackaged Software,58.72,1,$ 75.00,43.6,138.85%
PLBY,PLBY Group Inc. Common Stock,$1.21,0.01,0.833%,108399918,United States,2020,635257,Consumer Discretionary,Other Specialty Stores,57.44,0,$ 2.89,1.68,138.84%
AUDC,AudioCodes Ltd. Common Stock,$10.21,-0.04,-0.39%,311473948,Israel,1999,69595,Utilities,Telecommunications Equipment,58.16,1,$ 24.38,14.17,138.79%
BLMN,Bloomin' Brands Inc. Common Stock,$8.70,-0.5,-5.435%,738897542,United States,2012,4123371,Consumer Discretionary,Restaurants,55.56,1,$ 20.77,12.07,138.74%
DVN,Devon Energy Corporation Common Stock,$34.41,0.2,0.585%,22332090000,United States,1985,8721346,Energy,Oil & Gas Production,58.84,1,$ 82.10,47.69,138.59%
LDOS,Leidos Holdings Inc. Common Stock,$134.11,-3.27,-2.38%,17590856259,United States,,1871147,Technology,EDP Services,57.87,1,$ 319.38,185.27,138.15%
CIVB,Civista Bancshares Inc. Common Stock,$18.84,-0.24,-1.258%,296476188,United States,,53455,Finance,Major Banks,57.25,1,$ 44.84,26,138.00%
AMKR,Amkor Technology Inc. Common Stock,$19.23,-0.59,-2.977%,4744650437,United States,1998,2408929,Technology,Semiconductors,57.44,3.5,$ 45.63,26.4,137.29%
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,$13.82,-0.63,-4.36%,0,United States,,312686,Finance,Finance Companies,55.14,0,$ 32.66,18.84,136.32%
ZM,Zoom Communications Inc. Class A Common Stock,$73.15,-0.32,-0.436%,22327856347,United States,2019,2772970,Technology,Computer Software: Programming Data Processing,57.06,0,$ 172.81,99.66,136.24%
SNEX,StoneX Group Inc. Common Stock,$109.69,1.95,1.81%,3519362407,United States,,251614,Finance,Investment Bankers/Brokers/Service,57.14,1,$ 258.75,149.06,135.89%
GXO,GXO Logistics Inc. Common Stock ,$36.99,-0.5,-1.334%,4420972115,United States,2021,2573768,Consumer Discretionary,Transportation Services,53.94,0,$ 87.19,50.2,135.71%
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,$6.71,-0.45,-6.285%,363881113,United States,2010,1892294,Finance,Finance: Consumer Services,51.04,1,$ 15.81,9.1,135.62%
DXC,DXC Technology Company Common Stock ,$17.52,-0.23,-1.296%,3171970789,United States,,1296142,Technology,EDP Services,58.98,1,$ 41.08,23.56,134.47%
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,$20.96,0.29,1.403%,2545584769,United States,2006,1779741,Health Care,Biotechnology: Pharmaceutical Preparations,56.79,1,$ 49.06,28.1,134.06%
CHMG,Chemung Financial Corp Common Stock,$48.39,-0.11,-0.227%,230267057,United States,,41529,Finance,Major Banks,57.06,4.5,$ 113.08,64.69,133.68%
TZOO,Travelzoo Common Stock,$14.18,0.37,2.679%,167386534,United States,,156127,Consumer Discretionary,Advertising,56.29,1,$ 33.13,18.95,133.64%
YETI,YETI Holdings Inc. Common Stock,$33.98,-1.03,-2.942%,2799593817,United States,2018,1907570,Consumer Discretionary,Recreational Games/Products/Toys,59.47,3.5,$ 79.38,45.4,133.61%
ULTA,Ulta Beauty Inc. Common Stock,$342.72,-11.76,-3.318%,15892796223,United States,2007,1269732,Consumer Discretionary,Other Specialty Stores,55.3,4.5,$ 799.69,456.97,133.34%
ZION,Zions Bancorporation N.A. Common Stock,$47.33,0.11,0.233%,6999717995,United States,,2180728,Finance,Major Banks,55.96,1,$ 110.43,63.1,133.32%
PMO,Putnam Municipal Opportunities Trust Common Stock,$10.44,0.04,0.385%,354767559,United States,1993,47250,Finance,Finance Companies,57.25,0,$ 24.35,13.91,133.24%
FVCB,FVCBankcorp Inc. Common Stock,$10.46,0.28,2.75%,190418599,United States,,15163,Finance,Major Banks,56.9,2.5,$ 24.34,13.88,132.70%
BVFL,BV Financial Inc. Common Stock,$14.66,-0.1,-0.678%,170026460,United States,2023,18520,Finance,Savings Institutions,55.9,2,$ 34.06,19.4,132.33%
CLM,Cornerstone Strategic Investment Fund Inc. Common Shares,$7.72,0.02,0.26%,0,United States,2003,2148902,Finance,Finance/Investors Services,56.57,1,$ 17.89,10.17,131.74%
CMU,MFS Municipal Income Trust Common Stock,$3.57,0.01,0.281%,101121371,United States,1987,22812,Finance,Investment Managers,56.95,0,$ 8.27,4.7,131.65%
CVAC,CureVac N.V. Ordinary Shares,$3.16,0.24,8.219%,707804213,Germany,2020,943292,Health Care,Biotechnology: Pharmaceutical Preparations,56.69,0,$ 7.32,4.16,131.65%
TSI,TCW Strategic Income Fund Inc. Common Stock,$4.86,-0.04,-0.816%,0,United States,,97500,Finance,Investment Managers,56.71,0,$ 11.25,6.39,131.48%
TY,Tri Continental Corporation Common Stock,$30.64,-0.26,-0.841%,1665312648,United States,,60917,Finance,Finance Companies,56.51,0,$ 70.86,40.22,131.27%
HMC,Honda Motor Company Ltd. Common Stock,$28.94,0.01,0.035%,46216762251,Japan,,1640276,Consumer Discretionary,Auto Manufacturing,55.93,3,$ 66.76,37.82,130.68%
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),$1.50,-0.0124,-0.82%,30924341,Taiwan,,4983,Industrials,Telecommunications Equipment,51.73,1,$ 3.46,1.96,130.67%
ORC,Orchid Island Capital Inc. Common Stock,$8.13,-0.23,-2.751%,758477196,United States,2013,4353637,Real Estate,Real Estate Investment Trusts,55.68,1,$ 18.75,10.62,130.63%
ERH,Allspring Utilities and High Income Fund Common Shares,$10.82,-0.0078,-0.072%,0,,2004,28775,Finance,Finance/Investors Services,56.36,1,$ 24.93,14.11,130.41%
ATLN,Atlantic International Corp. Common Stock,$4.99,0.12,2.464%,250232223,United States,2024,47519,Industrials,Biotechnology: Laboratory Analytical Instruments,55.27,0,$ 11.49,6.5,130.26%
ICCH,ICC Holdings Inc. Common Stock,$23.49,0.002,0.009%,73725244,United States,2017,10266,Finance,Property-Casualty Insurers,56.55,0,$ 54.06,30.57,130.14%
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,$21.67,0.14,0.65%,0,United States,,63167,Finance,Trusts Except Educational Religious and Charitable,56.34,0,$ 49.86,28.19,130.09%
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,$31.87,-0.47,-1.453%,1444436202,Argentina,2007,134528,Utilities,Electric Utilities: Central,56.58,1,$ 73.28,41.41,129.93%
SYF,Synchrony Financial Common Stock,$51.99,-0.31,-0.593%,20211085933,United States,2014,6608006,Finance,Finance: Consumer Services,55.38,5,$ 119.54,67.55,129.93%
KIO,KKR Income Opportunities Fund Common Shares,$12.21,-0.04,-0.327%,0,United States,2013,226449,Finance,Investment Managers,56.49,0,$ 28.04,15.83,129.65%
JFU,9F Inc. American Depositary Shares,$1.38,-0.0702,-4.841%,16247200,China,2019,464,Finance,Finance: Consumer Services,54.11,0,$ 3.16,1.78,128.99%
TFII,TFI International Inc. Common Shares,$81.69,-1.28,-1.543%,6911340216,Canada,,618653,Industrials,Trucking Freight/Courier Services,55.83,4.5,$ 186.85,105.16,128.73%
MRBK,Meridian Corporation Common Stock,$13.85,-0.08,-0.574%,155675039,United States,2017,71400,Finance,Major Banks,56.08,0,$ 31.65,17.8,128.52%
FBIZ,First Business Financial Services Inc. Common Stock,$46.82,0.16,0.343%,388658719,United States,,19097,Finance,Major Banks,55.71,4,$ 106.93,60.11,128.39%
CBT,Cabot Corporation Common Stock,$84.59,-1.94,-2.242%,4586596008,United States,,569546,Industrials,Major Chemicals,58,1,$ 193.12,108.53,128.30%
RM,Regional Management Corp. Common Stock,$29.85,0.18,0.607%,293469111,United States,2012,52865,Finance,Finance: Consumer Services,56.17,4.5,$ 67.96,38.11,127.67%
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,$12.69,0,0.00%,1294339747,United States,2013,314120,Finance,Trusts Except Educational Religious and Charitable,56.12,0,$ 28.85,16.16,127.34%
ESQ,Esquire Financial Holdings Inc. Common Stock,$71.05,0.31,0.438%,591228933,United States,2017,38683,Finance,Commercial Banks,54.85,0,$ 161.25,90.2,126.95%
DFS,Discover Financial Services Common Stock,$157.77,0.78,0.497%,39695583432,United States,,2479767,Finance,Finance: Consumer Services,54.28,5,$ 357.96,200.19,126.89%
MG,Mistras Group Inc Common Stock,$9.92,-0.01,-0.101%,307622920,United States,2009,173760,Consumer Discretionary,Military/Government/Technical,55.56,1,$ 22.50,12.58,126.81%
LEGH,Legacy Housing Corporation Common Stock (TX),$24.84,-0.12,-0.481%,600092445,United States,2018,58014,Consumer Discretionary,Homebuilding,53.9,0,$ 56.31,31.47,126.69%
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,$17.16,0.04,0.234%,0,United States,,151540,Finance,Trusts Except Educational Religious and Charitable,56.62,0,$ 38.89,21.73,126.63%
SANM,Sanmina Corporation Common Stock,$74.90,1.09,1.477%,4068966393,United States,1993,378495,Technology,Electrical Products,55.4,4,$ 169.38,94.48,126.14%
AES,The AES Corporation Common Stock,$11.99,0.21,1.783%,8525214246,United States,,16315836,Utilities,Electric Utilities: Central,56.35,1,$ 27.10,15.11,126.02%
ALV,Autoliv Inc. Common Stock,$93.32,-2.44,-2.548%,7252307995,Sweden,,643116,Consumer Discretionary,Auto Parts:O.E.M.,56.81,1,$ 210.87,117.55,125.96%
MBWM,Mercantile Bank Corporation Common Stock,$43.77,-0.05,-0.114%,710427018,United States,1998,78080,Finance,Major Banks,54.71,5,$ 98.72,54.95,125.54%
MAV,Pioneer Municipal High Income Advantage Fund Inc.,$8.60,-0.03,-0.348%,0,United States,,23359,Finance,Finance Companies,56.63,0,$ 19.39,10.79,125.47%
FFA,First Trust Enhanced Equity Income Fund,$19.405,-0.075,-0.385%,0,United States,2004,30308,Finance,Investment Managers,55.44,0,$ 43.74,24.335,125.41%
RIO,Rio Tinto Plc Common Stock,$61.85,-0.36,-0.579%,77501246965,Australia,2002,3639322,Basic Materials,Metal Mining,54.74,3,$ 139.29,77.44,125.21%
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,$32.53,0.01,0.031%,2130942677,United States,,319214,Consumer Discretionary,Consumer Specialties,56.31,4,$ 73.13,40.6,124.81%
APA,APA Corporation Common Stock,$19.20,0.18,0.946%,6990034867,United States,,8404282,Energy,Oil & Gas Production,54.47,1,$ 43.16,23.96,124.79%
GIII,G-III Apparel Group LTD. Common Stock,$25.92,-0.01,-0.039%,1137543445,United States,1989,527348,Consumer Discretionary,Apparel,54.18,1,$ 58.23,32.31,124.65%
SEPN,Septerna Inc. Common Stock,$6.68,0.81,13.799%,296610317,United States,2024,689084,Health Care,Biotechnology: Pharmaceutical Preparations,58,0,$ 15.00,8.32,124.55%
DNB,Dun & Bradstreet Holdings Inc. Common Stock,$8.05,-0.35,-4.167%,3554206770,United States,2020,7491546,Finance,Finance: Consumer Services,55.73,0,$ 18.05,10,124.22%
FGB,First Trust Specialty Finance and Financial Opportunities Fund,$4.18,-0.04,-0.948%,0,United States,2007,43862,Finance,Finance/Investors Services,55.61,0,$ 9.35,5.17,123.68%
HLIT,Harmonic Inc. Common Stock,$10.37,0.41,4.116%,1213838407,United States,1995,1358352,Technology,Radio And Television Broadcasting And Communications Equipment,55.04,1,$ 23.13,12.76,123.05%
VECO,Veeco Instruments Inc. Common Stock,$20.92,0.56,2.75%,1212017919,United States,1994,1163108,Technology,Industrial Machinery/Components,53.87,1,$ 46.56,25.64,122.56%
M,Macy's Inc Common Stock,$13.71,-0.36,-2.559%,3806386681,United States,,7964920,Consumer Discretionary,Department/Specialty Retail Stores,57.07,1,$ 30.47,16.76,122.25%
AFYA,Afya Limited Class A Common Shares,$15.89,-1.08,-6.364%,1429295219,Brazil,2019,141285,Real Estate,Other Consumer Services,54.26,0,$ 35.31,19.42,122.22%
MLM,Martin Marietta Materials Inc. Common Stock,$464.41,-3.72,-0.795%,28317003144,United States,1994,655446,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),53.66,5,"$ 1,030.32",565.91,121.86%
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),$6.10,0.07,1.161%,1983029633,Brazil,2023,4017,Utilities,Electric Utilities: Central,51.66,1,$ 13.53,7.43,121.80%
WEYS,Weyco Group Inc. Common Stock,$30.20,-0.77,-2.486%,288690709,United States,,20313,Consumer Staples,Apparel,55.92,1,$ 66.93,36.73,121.62%
OI,O-I Glass Inc. Common Stock,$11.44,0.11,0.971%,1762532429,United States,,1769639,Consumer Discretionary,Containers/Packaging,53.89,1,$ 25.31,13.87,121.24%
BLD,TopBuild Corp. Common Stock,$297.32,-11.32,-3.668%,8689947653,United States,2015,392573,Consumer Discretionary,Engineering & Construction,53.87,5,$ 656.88,359.56,120.93%
DGII,Digi International Inc. Common Stock,$28.44,0.46,1.644%,1049412964,United States,1989,255713,Telecommunications,Computer Communications Equipment,53.19,2.5,$ 62.81,34.37,120.85%
SB,Safe Bulkers Inc Common Stock ($0.001 par value),$3.71,0.04,1.09%,396118258,Monaco,2008,590521,Consumer Discretionary,Marine Transportation,53.6,1,$ 8.19,4.48,120.75%
EGY,VAALCO Energy Inc.  Common Stock,$3.91,0.03,0.773%,405635767,United States,,745504,Energy,Oil & Gas Production,56.08,1,$ 8.63,4.72,120.72%
SXC,SunCoke Energy Inc. Common Stock,$9.28,0.27,2.997%,782785985,United States,2011,755874,Industrials,Steel/Iron Ore,54.25,1,$ 20.48,11.2,120.69%
SF,Stifel Financial Corporation Common Stock,$93.90,2.28,2.489%,9742594031,United States,,1169625,Finance,Investment Bankers/Brokers/Service,53.98,5,$ 207.19,113.29,120.65%
DKS,Dick's Sporting Goods Inc Common Stock,$198.97,-12.05,-5.71%,16211002953,United States,2002,4173726,Consumer Discretionary,Other Specialty Stores,55.52,3.5,$ 438.75,239.78,120.51%
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,$6.13,0.07,1.155%,0,United States,2007,41808,Finance,Trusts Except Educational Religious and Charitable,54.3,0,$ 13.50,7.37,120.23%
PRI,Primerica Inc. Common Stock,$277.72,2.05,0.744%,9234388014,United States,2010,145431,Finance,Life Insurance,53.34,5,$ 611.56,333.84,120.21%
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,$13.70,-0.13,-0.94%,402388153,United States,2005,112564,Finance,Investment Bankers/Brokers/Service,54.81,0,$ 30.12,16.42,119.85%
TSBK,Timberland Bancorp Inc. Common Stock,$28.99,-0.62,-2.094%,230628582,United States,,17921,Finance,Banks,52.75,4,$ 63.72,34.73,119.80%
HHH,Howard Hughes Holdings Inc. Common Stock,$72.82,-0.53,-0.723%,3670499455,United States,,264591,Real Estate,Real Estate Investment Trusts,54.14,2.5,$ 160.00,87.18,119.72%
MXC,Mexco Energy Corporation Common Stock,$8.98,-0.23,-2.497%,18373080,United States,2003,4146,Energy,Oil & Gas Production,52.01,1,$ 19.69,10.71,119.27%
DRVN,Driven Brands Holdings Inc. Common Stock,$16.26,0.275,1.72%,2663983766,United States,2021,1009083,Consumer Discretionary,Automotive Aftermarket,53.58,0,$ 35.63,19.37,119.13%
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,$7.59,0,0.00%,0,United States,2003,1200257,Finance,Finance/Investors Services,53.85,1,$ 16.62,9.03,118.97%
INVX,Innovex International Inc. Common Stock,$17.85,-0.51,-2.778%,1236309475,United States,,304557,Industrials,Metal Fabrications,54.58,0,$ 39.06,21.21,118.82%
PHT,Pioneer High Income Fund Inc.,$7.71,0,0.00%,0,United States,,34737,Finance,Investment Managers,54.9,0,$ 16.85,9.14,118.55%
PEBO,Peoples Bancorp Inc. Common Stock,$29.30,0.02,0.068%,1045136977,United States,,141787,Finance,Major Banks,53.37,3,$ 63.91,34.61,118.12%
GTES,Gates Industrial Corporation plc Ordinary Shares,$19.49,0.55,2.904%,4978009368,United Kingdom,2018,3278005,Industrials,Industrial Machinery/Components,53.72,2.5,$ 42.50,23.01,118.06%
RYAAY,Ryanair Holdings plc American Depositary Shares,$46.92,-0.23,-0.488%,25782414161,Ireland,1997,1840533,Consumer Discretionary,Air Freight/Delivery Services,53.78,1,$ 102.31,55.39,118.05%
NGD,New Gold Inc.,$3.00,0.21,7.527%,2371800000,Canada,,20772657,Basic Materials,Metal Mining,51.22,1,$ 6.54,3.54,118.00%
F,Ford Motor Company Common Stock,$9.69,-0.27,-2.711%,38405808252,United States,,209994217,Consumer Discretionary,Auto Manufacturing,53.98,1,$ 21.12,11.43,117.96%
ELAN,Elanco Animal Health Incorporated Common Stock,$10.04,-0.76,-7.037%,4965923958,United States,2018,5404609,Health Care,Biotechnology: Pharmaceutical Preparations,52.88,0,$ 21.88,11.84,117.93%
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,$4.20,0.18,4.478%,665881049,United Arab Emirates,2020,407394,Technology,Computer Software: Programming Data Processing,48.68,0,$ 9.12,4.92,117.14%
BPRN,Princeton Bancorp Inc. Common Stock (PA),$30.66,-0.52,-1.668%,209988746,United States,,6050,Finance,Major Banks,53.38,0,$ 66.50,35.84,116.89%
NOG,Northern Oil and Gas Inc. Common Stock,$27.95,0.06,0.215%,2770226378,United States,2022,1950018,Energy,Oil & Gas Production,51.49,1,$ 60.59,32.64,116.78%
SAH,Sonic Automotive Inc. Common Stock,$65.31,-0.63,-0.955%,2202386694,United States,1997,271798,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,58.33,3,$ 141.18,75.87,116.17%
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,$6.94,0.22,3.274%,395691637,Israel,,469442,Technology,Radio And Television Broadcasting And Communications Equipment,53.07,1,$ 15.00,8.06,116.14%
VCTR,Victory Capital Holdings Inc. Class A Common Stock,$56.52,0.68,1.218%,3598175562,United States,2018,538812,Finance,Investment Managers,52.5,0,$ 122.04,65.52,115.92%
SBLK,Star Bulk Carriers Corp. Common Shares,$15.79,0.04,0.254%,1803218000,Greece,,2704919,Consumer Discretionary,Marine Transportation,51.29,1,$ 34.08,18.29,115.83%
MFIN,Medallion Financial Corp. Common Stock,$8.61,-0.35,-3.906%,198613310,United States,,145850,Finance,Finance: Consumer Services,51.99,1,$ 18.58,9.97,115.80%
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,$11.74,0.0007,0.006%,46078267,United States,1992,3688,Finance,Trusts Except Educational Religious and Charitable,53.77,0,$ 25.31,13.57,115.59%
MPC,Marathon Petroleum Corporation Common Stock,$134.72,-1.54,-1.13%,42110216222,United States,,2750627,Energy,Integrated oil Companies,51.38,1,$ 290.31,155.59,115.49%
MITT,AG Mortgage Investment Trust Inc. Common Stock,$7.36,-0.07,-0.942%,218288989,United States,2011,260273,Real Estate,Real Estate Investment Trusts,52.9,1,$ 15.86,8.5,115.49%
CNO,CNO Financial Group Inc. Common Stock,$38.92,0.31,0.803%,3926165416,United States,,604281,Finance,Accident &Health Insurance,53.37,1,$ 83.86,44.94,115.47%
NVR,NVR Inc. Common Stock,$7361.22,-142.2,-1.895%,22013367710,United States,1998,27600,Consumer Discretionary,Homebuilding,54.37,5,"$ 15,860.35",8499.13,115.46%
FIVE,Five Below Inc. Common Stock,$75.58,-2.27,-2.916%,4157627760,United States,2012,1464433,Consumer Discretionary,Department/Specialty Retail Stores,55.11,5,$ 162.81,87.23,115.41%
DIN,Dine Brands Global Inc. Common Stock,$25.78,-1.09,-4.057%,393242629,United States,,764272,Consumer Discretionary,Restaurants,52.69,1,$ 55.51,29.73,115.32%
BAC,Bank of America Corporation Common Stock,$39.61,-0.22,-0.552%,3.01221E+11,United States,,50566950,Finance,Major Banks,53.16,5,$ 85.20,45.59,115.10%
ZD,Ziff Davis Inc. Common Stock,$39.98,0.28,0.705%,1712944739,United States,,742866,Telecommunications,Telecommunications Equipment,53.16,1,$ 85.97,45.99,115.03%
FF,FutureFuel Corp.  Common shares,$4.41,0.07,1.613%,192995902,United States,,336253,Industrials,Major Chemicals,56.34,1,$ 9.46,5.05,114.51%
CQP,Cheniere Energy Partners LP Common Units,$62.07,-0.96,-1.523%,30044866995,United States,2007,198889,Utilities,Oil/Gas Transmission,53.14,1,$ 133.13,71.06,114.48%
PRG,PROG Holdings Inc. Common Stock,$26.89,-0.06,-0.223%,1097556519,United States,,682914,Consumer Discretionary,Diversified Commercial Services,53.65,1,$ 57.63,30.74,114.32%
SIG,Signet Jewelers Limited Common Shares,$47.26,-0.91,-1.889%,2055403422,Bermuda,,1245038,Consumer Discretionary,Consumer Specialties,52.62,1,$ 101.21,53.95,114.16%
LSE,Leishen Energy Holding Co. Ltd. Ordinary Shares,$5.53,0.38,7.379%,94148250,China,2024,22870,Industrials,Metal Fabrications,53.59,0,$ 11.83,6.3,113.92%
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,$11.83,-0.11,-0.921%,581309969,United States,2006,63017,Finance,Investment Managers,52.55,0,$ 25.27,13.44,113.61%
RUSHB,Rush Enterprises Inc. Class B,$54.45,0.58,1.077%,4314975791,United States,,22445,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,53.44,3.5,$ 116.25,61.8,113.50%
RUSHA,Rush Enterprises Inc. Common Stock Cl A,$54.61,0.14,0.257%,4327655242,United States,,291083,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,53.93,3.5,$ 116.31,61.7,112.98%
GTX,Garrett Motion Inc. Common Stock,$9.09,-0.17,-1.836%,1863539091,Switzerland,,1104153,Consumer Discretionary,Auto Parts:O.E.M.,53.77,0,$ 19.36,10.27,112.98%
NUE,Nucor Corporation Common Stock,$129.90,3.2,2.526%,29946604967,United States,,3148729,Industrials,Steel/Iron Ore,52.24,3,$ 276.56,146.66,112.90%
TK,Teekay Corporation Ltd. Common Stock,$6.20,-0.17,-2.669%,564238328,Bermuda,,681263,Consumer Discretionary,Marine Transportation,50.68,1,$ 13.16,6.96,112.26%
,Nano Labs Ltd Class A Ordinary Shares,$5.115,-0.225,-4.213%,52571366,China,2022,7500,Technology,Semiconductors,-5.16,0,$ 10.85,5.735,112.12%
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,$9.44,-0.07,-0.736%,962449980,United States,,3266146,Consumer Discretionary,Other Specialty Stores,54.33,1,$ 19.97,10.53,111.55%
PGNY,Progyny Inc. Common Stock,$19.95,0.13,0.656%,1703994996,United States,2019,1652142,Health Care,Misc Health and Biotechnology Services,51.72,0,$ 42.19,22.24,111.48%
EARN,Ellington Credit Company Common Shares of Beneficial Interest,$6.12,-0.21,-3.318%,176258111,United States,2013,950734,Real Estate,Real Estate Investment Trusts,54.37,1,$ 12.93,6.81,111.27%
UONE,Urban One Inc. Class A Common Stock,$1.34,0.01,0.752%,64193126,United States,,18289,Consumer Discretionary,Broadcasting,50.88,1,$ 2.83,1.49,111.19%
VLO,Valero Energy Corporation Common Stock,$123.03,-3.77,-2.973%,38751684163,United States,,3604792,Energy,Integrated oil Companies,50.27,1,$ 259.69,136.66,111.08%
ODP,The ODP Corporation Common Stock,$16.30,-1.51,-8.478%,486021110,United States,,659958,Consumer Discretionary,Other Specialty Stores,56.73,1,$ 34.39,18.09,110.98%
EWBC,East West Bancorp Inc. Common Stock,$84.35,-0.04,-0.047%,11677398395,United States,,1420358,Finance,Major Banks,50.62,5,$ 177.40,93.05,110.31%
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,$36.82,0.62,1.713%,1583260000,Bermuda,2016,271914,Finance,Commercial Banks,51.08,3,$ 77.43,40.61,110.29%
FIHL,Fidelis Insurance Holdings Limited Common Shares,$14.59,0.01,0.069%,1720376261,Bermuda,2023,1007302,Finance,Property-Casualty Insurers,50.77,0,$ 30.63,16.04,109.94%
BOTJ,Bank of the James Financial Group Inc. Common Stock,$13.00,0.18,1.404%,59063394,United States,,564,Finance,Major Banks,52.55,1,$ 27.29,14.29,109.92%
CNMD,CONMED Corporation Common Stock,$61.93,-0.68,-1.086%,1914184152,United States,1987,716261,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,54.52,2,$ 130.00,68.07,109.91%
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$136.86,-0.59,-0.429%,8311847076,Ireland,2007,910148,Health Care,Biotechnology: Pharmaceutical Preparations,51.96,3,$ 287.15,150.29,109.81%
ACP,abrdn Income Credit Strategies Fund Common Shares,$6.00,-0.03,-0.498%,0,United States,2011,549956,Finance,Investment Managers,52.62,0,$ 12.58,6.58,109.67%
CII,BlackRock Enhanced Large Cap Core Fund Inc. Common Stock,$18.50,-0.2,-1.07%,2752105714,United States,2004,200057,Finance,Investment Bankers/Brokers/Service,52.06,0,$ 38.78,20.28,109.62%
YPF,YPF Sociedad Anonima Common Stock,$31.89,0.33,1.046%,12542744969,Argentina,1993,2333207,Energy,Integrated oil Companies,46.45,4,$ 66.82,34.93,109.53%
VLGEA,Village Super Market Inc. Class A Common Stock,$33.29,-0.64,-1.886%,490921105,United States,,51103,Consumer Staples,Food Chains,52.3,1,$ 69.75,36.46,109.52%
ACCS,ACCESS Newswire Inc. Common Stock,$9.25,0,0.00%,35464287,United States,,2737,Consumer Discretionary,Publishing,52.58,1,$ 19.38,10.13,109.51%
UMBF,UMB Financial Corporation Common Stock,$98.00,-0.78,-0.79%,7113934268,United States,,702598,Finance,Major Banks,50.57,4.5,$ 205.21,107.21,109.40%
JWN,Nordstrom Inc. Common Stock,$24.23,-0.19,-0.778%,3995695059,United States,,4773808,Consumer Discretionary,Clothing/Shoe/Accessory Stores,52.32,1,$ 50.73,26.5,109.37%
CXE,MFS High Income Municipal Trust Common Stock,$3.75,-0.01,-0.266%,118221649,United States,1989,43439,Finance,Investment Managers,52.36,0,$ 7.85,4.1,109.33%
HES,Hess Corporation Common Stock,$144.61,-3.63,-2.449%,44582056953,United States,,2709809,Energy,Integrated oil Companies,51.03,1,$ 302.50,157.89,109.18%
FMN,Federated Hermes Premier Municipal Income Fund,$10.99,-0.01,-0.091%,947940802,United States,2002,37434,Finance,Investment Managers,52.65,0,$ 22.98,11.99,109.10%
PVH,PVH Corp. Common Stock,$67.42,-2.64,-3.768%,3750790209,United States,,1117148,Consumer Discretionary,Apparel,54.72,1,$ 140.91,73.49,109.00%
IBOC,International Bancshares Corporation Common Stock,$61.10,0.48,0.792%,3801387213,United States,,411870,Finance,Major Banks,50.49,3.5,$ 127.58,66.48,108.81%
CNH,CNH Industrial N.V. Common Shares,$13.11,-0.43,-3.176%,16361591900,United Kingdom,2013,18469300,Industrials,Construction/Ag Equipment/Trucks,53.33,1,$ 27.36,14.25,108.70%
SMBK,SmartFinancial Inc. Common Stock,$30.86,-0.22,-0.708%,522347902,United States,,52460,Finance,Major Banks,50.79,1,$ 64.38,33.52,108.62%
SSNC,SS&C Technologies Holdings Inc. Common Stock,$81.52,-1.36,-1.641%,20093557307,United States,2010,2565208,Technology,Computer Software: Prepackaged Software,51.94,2,$ 169.38,87.86,107.78%
KRNY,Kearny Financial Corp Common Stock,$6.18,-0.05,-0.803%,399102441,United States,2005,498383,Finance,Savings Institutions,50.12,1,$ 12.81,6.63,107.28%
